time,ppg_signal,subject_id
0.0,0.00418943616721943,10
0.010001666944490749,0.09610774440086996,10
0.020003333888981498,0.19981370718958455,10
0.030005000833472247,0.2826484436165122,10
0.040006667777962995,0.37386376784506614,10
0.050008334722453744,0.44790488140384693,10
0.06001000166694449,0.5368428237022003,10
0.07001166861143523,0.6218943124011972,10
0.08001333555592599,0.6676417480671035,10
0.09001500250041675,0.705934621485159,10
0.10001666944490749,0.7352405615908504,10
0.11001833638939823,0.7622892647952212,10
0.12002000333388899,0.7797139317753851,10
0.13002167027837974,0.7796630311077637,10
0.14002333722287047,0.7572634179290283,10
0.15002500416736123,0.7439547711912974,10
0.16002667111185198,0.7155047432486528,10
0.17002833805634274,0.7014677278288242,10
0.1800300050008335,0.6413989639469201,10
0.19003167194532422,0.5967007404394881,10
0.20003333888981498,0.5525518501024843,10
0.21003500583430573,0.4895304132704103,10
0.22003667277879646,0.4237861133771797,10
0.23003833972328722,0.39367812665286633,10
0.24004000666777797,0.3351386022845739,10
0.2500416736122687,0.28281492412963033,10
0.2600433405567595,0.2182354165585413,10
0.2700450075012502,0.1533611954679129,10
0.28004667444574094,0.13914171648822699,10
0.2900483413902317,0.10328862559716537,10
0.30005000833472245,0.07902605964479942,10
0.31005167527921323,0.06013679842859533,10
0.32005334222370396,0.029679486328513718,10
0.3300550091681947,0.006683181570076547,10
0.3400566761126855,-8.195997770636503e-05,10
0.3500583430571762,-0.0029174717881856093,10
0.360060010001667,0.005272646006745123,10
0.3700616769461577,0.006073826710468679,10
0.38006334389064844,0.01857299373578807,10
0.3900650108351392,0.0022435603078175934,10
0.40006667777962995,0.009949662874591753,10
0.4100683447241207,-0.017199704298166134,10
0.42007001166861146,-0.010822944157607792,10
0.4300716786131022,-0.030442993094386327,10
0.4400733455575929,-0.04385931539771662,10
0.4500750125020837,-0.05925223104402774,10
0.46007667944657443,-0.07497716171973881,10
0.4700783463910652,-0.12427360978734676,10
0.48008001333555594,-0.15352423377076224,10
0.49008168028004667,-0.1829801365693119,10
0.5000833472245374,-0.24042667219688899,10
0.5100850141690282,-0.284958179428585,10
0.520086681113519,-0.35570427648354136,10
0.5300883480580096,-0.37597906655536273,10
0.5400900150025004,-0.4498117175219777,10
0.5500916819469912,-0.5109479433558464,10
0.5600933488914819,-0.5722818473808121,10
0.5700950158359727,-0.6223126814802984,10
0.5800966827804634,-0.6716471712292345,10
0.5900983497249542,-0.7131855224929109,10
0.6001000166694449,-0.7395161595991436,10
0.6101016836139357,-0.7533450638289141,10
0.6201033505584265,-0.7843305518091036,10
0.6301050175029171,-0.7719548683313117,10
0.6401066844474079,-0.7810870202890275,10
0.6501083513918987,-0.7712592773649878,10
0.6601100183363894,-0.7153200323892506,10
0.6701116852808802,-0.6917607284382999,10
0.680113352225371,-0.6453943580765251,10
0.6901150191698616,-0.5764261145154315,10
0.7001166861143524,-0.5293324723387896,10
0.7101183530588432,-0.44346318482305963,10
0.720120020003334,-0.3670824123051126,10
0.7301216869478246,-0.2611823555340589,10
0.7401233538923154,-0.16757562726260655,10
0.7501250208368062,-0.06557459095916884,10
0.7601266877812969,0.0450477590179422,10
0.7701283547257877,0.12956548927049155,10
0.7801300216702785,0.22412685415722813,10
0.7901316886147691,0.3051927235619104,10
0.8001333555592599,0.39874815424457777,10
0.8101350225037507,0.4779342050263819,10
0.8201366894482414,0.5635372521755212,10
0.8301383563927321,0.6154909268000505,10
0.8401400233372229,0.6748178401599703,10
0.8501416902817136,0.72547499950148,10
0.8601433572262044,0.7666398355761236,10
0.8701450241706952,0.7741049736890623,10
0.8801466911151858,0.7806163535088781,10
0.8901483580596766,0.7645681440849419,10
0.9001500250041674,0.7639139613533916,10
0.9101516919486582,0.7596493682403769,10
0.9201533588931489,0.7155121741862984,10
0.9301550258376396,0.6556712346286137,10
0.9401566927821304,0.6389486908797938,10
0.9501583597266211,0.5764756779952227,10
0.9601600266711119,0.5487960812815085,10
0.9701616936156027,0.48176530616938334,10
0.9801633605600933,0.41076688991142285,10
0.9901650275045841,0.3708206935462754,10
1.0001666944490748,0.29767887438716556,10
1.0101683613935657,0.2762795857621166,10
1.0201700283380564,0.20819524570030484,10
1.030171695282547,0.17478456824219823,10
1.040173362227038,0.1341467157206283,10
1.0501750291715286,0.09367071670894986,10
1.0601766961160193,0.06214509495361093,10
1.0701783630605102,0.04637287404878723,10
1.0801800300050008,0.048686273390839835,10
1.0901816969494915,0.00039631164691972254,10
